[rosmaster.main][INFO] 2021-04-01 17:06:43,152: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2021-04-01 17:06:43,153: Starting ROS Master Node
[rosmaster.master][INFO] 2021-04-01 17:06:44,166: +PUB [/mavros/global_position/local] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,167: +PUB [/mavros/global_position/rel_alt] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,168: +PUB [/mavros/global_position/compass_hdg] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,169: +PUB [/mavros/global_position/gp_origin] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,173: +SUB [/mavros/global_position/set_gp_origin] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,178: +SUB [/mavros/global_position/home] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,179: +PUB [/mavros/global_position/gp_lp_offset] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,184: +SUB [/mavros/gps_rtk/send_rtcm] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,185: +PUB [/mavros/gps_rtk/rtk_baseline] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,187: +PUB [/mavros/gpsstatus/gps1/raw] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,188: +PUB [/mavros/gpsstatus/gps2/raw] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,189: +PUB [/mavros/gpsstatus/gps1/rtk] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,190: +PUB [/mavros/gpsstatus/gps2/rtk] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,195: +SUB [/mavros/hil/state] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,199: +SUB [/mavros/hil/gps] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,204: +SUB [/mavros/hil/imu_ned] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,208: +SUB [/mavros/hil/optical_flow] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,212: +SUB [/mavros/hil/rc_inputs] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,213: +PUB [/mavros/hil/controls] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,214: +PUB [/mavros/hil/actuator_controls] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,216: +PUB [/mavros/home_position/home] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,221: +SUB [/mavros/home_position/set] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,222: +SERVICE [/mavros/home_position/req_update] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,231: +PUB [/mavros/imu/data] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,232: +PUB [/mavros/imu/mag] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,233: +PUB [/mavros/imu/temperature_imu] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,234: +PUB [/mavros/imu/temperature_baro] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,235: +PUB [/mavros/imu/static_pressure] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,236: +PUB [/mavros/imu/diff_pressure] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,237: +PUB [/mavros/imu/data_raw] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,260: +PUB [/mavros/landing_target/pose_in] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,262: +PUB [/mavros/landing_target/lt_marker] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,266: +SUB [/mavros/landing_target/pose] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,273: +PUB [/mavros/local_position/pose] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,274: +PUB [/mavros/local_position/pose_cov] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,275: +PUB [/mavros/local_position/velocity_local] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,276: +PUB [/mavros/local_position/velocity_body] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,277: +PUB [/mavros/local_position/velocity_body_cov] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,278: +PUB [/mavros/local_position/accel] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,279: +PUB [/mavros/local_position/odom] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,281: +PUB [/mavros/log_transfer/raw/log_entry] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,282: +PUB [/mavros/log_transfer/raw/log_data] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,283: +SERVICE [/mavros/log_transfer/raw/log_request_list] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,284: +SERVICE [/mavros/log_transfer/raw/log_request_data] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,285: +SERVICE [/mavros/log_transfer/raw/log_request_end] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,287: +PUB [/mavros/manual_control/control] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,292: +SUB [/mavros/manual_control/send] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,300: +SUB [/mavros/mocap/pose] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,305: +SUB [/mavros/mount_control/command] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,306: +PUB [/mavros/mount_control/orientation] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,307: +SERVICE [/mavros/mount_control/configure] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,313: +SUB [/mavros/obstacle/send] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,318: +PUB [/mavros/odometry/in] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,322: +SUB [/mavros/odometry/out] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,327: +SUB [/mavros/onboard_computer/status] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,328: +SERVICE [/mavros/param/pull] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,329: +SERVICE [/mavros/param/push] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,331: +SERVICE [/mavros/param/set] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,332: +SERVICE [/mavros/param/get] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,333: +PUB [/mavros/param/param_value] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,337: +SUB [/mavros/play_tune] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,344: +PUB [/mavros/px4flow/raw/optical_flow_rad] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,345: +PUB [/mavros/px4flow/ground_distance] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,346: +PUB [/mavros/px4flow/temperature] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,350: +SUB [/mavros/px4flow/raw/send] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,353: +PUB [/mavros/rc/in] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,354: +PUB [/mavros/rc/out] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,358: +SUB [/mavros/rc/override] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,365: +SUB [/mavros/setpoint_accel/accel] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,378: +SUB [/mavros/setpoint_attitude/thrust] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,382: +SUB [/mavros/setpoint_attitude/cmd_vel] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,392: +SUB [/mavros/setpoint_position/local] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,397: +SUB [/mavros/setpoint_position/global] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,401: +SUB [/mavros/setpoint_position/global_to_local] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,406: +SUB [/mavros/global_position/global] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,410: +SUB [/mavros/local_position/pose] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,411: +SERVICE [/mavros/setpoint_position/mav_frame] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,417: +SUB [/mavros/setpoint_raw/local] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,422: +SUB [/mavros/setpoint_raw/global] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,427: +SUB [/mavros/setpoint_raw/attitude] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,428: +PUB [/mavros/setpoint_raw/target_local] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,429: +PUB [/mavros/setpoint_raw/target_global] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,430: +PUB [/mavros/setpoint_raw/target_attitude] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,436: +SUB [/mavros/setpoint_trajectory/local] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,437: +PUB [/mavros/setpoint_trajectory/desired] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,438: +SERVICE [/mavros/setpoint_trajectory/reset] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,439: +SERVICE [/mavros/setpoint_trajectory/mav_frame] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,445: +SUB [/mavros/setpoint_velocity/cmd_vel] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,450: +SUB [/mavros/setpoint_velocity/cmd_vel_unstamped] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,451: +SERVICE [/mavros/setpoint_velocity/mav_frame] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,459: +PUB [/mavros/state] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,460: +PUB [/mavros/extended_state] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,461: +PUB [/mavros/battery] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,462: +PUB [/mavros/estimator_status] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,463: +PUB [/mavros/statustext/recv] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,468: +SUB [/mavros/statustext/send] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,469: +SERVICE [/mavros/set_stream_rate] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,470: +SERVICE [/mavros/set_mode] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,471: +SERVICE [/mavros/vehicle_info_get] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,472: +SERVICE [/mavros/set_message_interval] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,484: +PUB [/mavros/time_reference] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,485: +PUB [/mavros/timesync_status] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,490: +SUB [/mavros/trajectory/generated] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,495: +SUB [/mavros/trajectory/path] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,496: +PUB [/mavros/trajectory/desired] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,498: +PUB [/mavros/vfr_hud] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,508: +SUB [/mavros/vision_pose/pose] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,513: +SUB [/mavros/vision_pose/pose_cov] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,521: +SUB [/mavros/vision_speed/speed_twist_cov] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,526: +PUB [/mavros/mission/waypoints] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,527: +PUB [/mavros/mission/reached] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,528: +SERVICE [/mavros/mission/pull] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,529: +SERVICE [/mavros/mission/push] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,530: +SERVICE [/mavros/mission/clear] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,531: +SERVICE [/mavros/mission/set_current] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:44,533: +PUB [/mavros/wind_estimation] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:06:45,542: +PUB [/mavlink/gcs_ip] /mavros http://ivsr-nano-desktop:40207/
[rosmaster.master][INFO] 2021-04-01 17:08:57,921: +PUB [/rosout] /rostopic_11095_1617271737754 http://ivsr-nano-desktop:35825/
[rosmaster.master][INFO] 2021-04-01 17:08:57,936: +SERVICE [/rostopic_11095_1617271737754/get_loggers] /rostopic_11095_1617271737754 http://ivsr-nano-desktop:35825/
[rosmaster.master][INFO] 2021-04-01 17:08:57,939: +SERVICE [/rostopic_11095_1617271737754/set_logger_level] /rostopic_11095_1617271737754 http://ivsr-nano-desktop:35825/
[rosmaster.master][INFO] 2021-04-01 17:08:57,971: publisherUpdate[/rosout] -> http://ivsr-nano-desktop:43353/ ['http://ivsr-nano-desktop:40207/', 'http://ivsr-nano-desktop:35825/']
[rosmaster.master][INFO] 2021-04-01 17:08:57,973: publisherUpdate[/rosout] -> http://ivsr-nano-desktop:43353/ ['http://ivsr-nano-desktop:40207/', 'http://ivsr-nano-desktop:35825/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-04-01 17:08:58,305: -PUB [/rosout] /rostopic_11095_1617271737754 http://ivsr-nano-desktop:35825/
[rosmaster.master][INFO] 2021-04-01 17:08:58,305: -SERVICE [/rostopic_11095_1617271737754/set_logger_level] /rostopic_11095_1617271737754 rosrpc://ivsr-nano-desktop:38295
[rosmaster.master][INFO] 2021-04-01 17:08:58,306: -SERVICE [/rostopic_11095_1617271737754/get_loggers] /rostopic_11095_1617271737754 rosrpc://ivsr-nano-desktop:38295
[rosmaster.master][INFO] 2021-04-01 17:08:58,373: publisherUpdate[/rosout] -> http://ivsr-nano-desktop:43353/ ['http://ivsr-nano-desktop:40207/']
[rosmaster.master][INFO] 2021-04-01 17:08:58,388: publisherUpdate[/rosout] -> http://ivsr-nano-desktop:43353/ ['http://ivsr-nano-desktop:40207/']: sec=0.01, result=[1, '', 0]
[rosmaster.master][INFO] 2021-04-01 17:09:17,601: +PUB [/rosout] /rostopic_11210_1617271757432 http://ivsr-nano-desktop:46389/
[rosmaster.master][INFO] 2021-04-01 17:09:17,611: +SERVICE [/rostopic_11210_1617271757432/get_loggers] /rostopic_11210_1617271757432 http://ivsr-nano-desktop:46389/
[rosmaster.master][INFO] 2021-04-01 17:09:17,614: +SERVICE [/rostopic_11210_1617271757432/set_logger_level] /rostopic_11210_1617271757432 http://ivsr-nano-desktop:46389/
[rosmaster.master][INFO] 2021-04-01 17:09:17,650: publisherUpdate[/rosout] -> http://ivsr-nano-desktop:43353/ ['http://ivsr-nano-desktop:40207/', 'http://ivsr-nano-desktop:46389/']
[rosmaster.master][INFO] 2021-04-01 17:09:17,652: publisherUpdate[/rosout] -> http://ivsr-nano-desktop:43353/ ['http://ivsr-nano-desktop:40207/', 'http://ivsr-nano-desktop:46389/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-04-01 17:09:17,776: +SUB [/mavros/local_position/pose] /rostopic_11210_1617271757432 http://ivsr-nano-desktop:46389/
[rosmaster.master][INFO] 2021-04-01 17:18:11,396: +PARAM [/roslaunch/uris/host_ivsr_nano_desktop__39321] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 17:18:11,402: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 17:18:11,402: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2021-04-01 17:18:11,572: +PUB [/rosout] /point2point http://ivsr-nano-desktop:36967/
[rosmaster.master][INFO] 2021-04-01 17:18:11,573: +SERVICE [/point2point/get_loggers] /point2point http://ivsr-nano-desktop:36967/
[rosmaster.master][INFO] 2021-04-01 17:18:11,575: +SERVICE [/point2point/set_logger_level] /point2point http://ivsr-nano-desktop:36967/
[rosmaster.master][INFO] 2021-04-01 17:18:11,580: +SUB [/mavros/state] /point2point http://ivsr-nano-desktop:36967/
[rosmaster.master][INFO] 2021-04-01 17:18:11,587: +SUB [/mavros/battery] /point2point http://ivsr-nano-desktop:36967/
[rosmaster.master][INFO] 2021-04-01 17:18:11,591: +SUB [/mavros/local_position/pose] /point2point http://ivsr-nano-desktop:36967/
[rosmaster.master][INFO] 2021-04-01 17:18:11,597: +SUB [/mavros/local_position/velocity_local] /point2point http://ivsr-nano-desktop:36967/
[rosmaster.master][INFO] 2021-04-01 17:18:11,598: +PUB [/mavros/setpoint_position/local] /point2point http://ivsr-nano-desktop:36967/
[rosmaster.master][INFO] 2021-04-01 17:18:11,599: +PUB [/mavros/setpoint_velocity/cmd_vel] /point2point http://ivsr-nano-desktop:36967/
[rosmaster.master][INFO] 2021-04-01 17:18:11,600: +PUB [/visualization_marker] /point2point http://ivsr-nano-desktop:36967/
[rosmaster.master][INFO] 2021-04-01 17:18:11,602: +CACHEDPARAM [/rosout_disable_topics_generation] by /point2point
[rosmaster.master][INFO] 2021-04-01 17:18:11,669: publisherUpdate[/rosout] -> http://ivsr-nano-desktop:43353/ ['http://ivsr-nano-desktop:40207/', 'http://ivsr-nano-desktop:46389/', 'http://ivsr-nano-desktop:36967/']
[rosmaster.master][INFO] 2021-04-01 17:18:11,670: publisherUpdate[/mavros/setpoint_position/local] -> http://ivsr-nano-desktop:40207/ ['http://ivsr-nano-desktop:36967/']
[rosmaster.master][INFO] 2021-04-01 17:18:11,675: publisherUpdate[/rosout] -> http://ivsr-nano-desktop:43353/ ['http://ivsr-nano-desktop:40207/', 'http://ivsr-nano-desktop:46389/', 'http://ivsr-nano-desktop:36967/']: sec=0.01, result=[1, '', 0]
[rosmaster.master][INFO] 2021-04-01 17:18:11,676: publisherUpdate[/mavros/setpoint_position/local] -> http://ivsr-nano-desktop:40207/ ['http://ivsr-nano-desktop:36967/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-04-01 17:18:11,677: publisherUpdate[/mavros/setpoint_velocity/cmd_vel] -> http://ivsr-nano-desktop:40207/ ['http://ivsr-nano-desktop:36967/']
[rosmaster.master][INFO] 2021-04-01 17:18:11,680: publisherUpdate[/mavros/setpoint_velocity/cmd_vel] -> http://ivsr-nano-desktop:40207/ ['http://ivsr-nano-desktop:36967/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-04-01 17:18:36,017: +PUB [/rosout] /record_1617272315918695265 http://ivsr-nano-desktop:43823/
[rosmaster.master][INFO] 2021-04-01 17:18:36,022: +SERVICE [/record_1617272315918695265/get_loggers] /record_1617272315918695265 http://ivsr-nano-desktop:43823/
[rosmaster.master][INFO] 2021-04-01 17:18:36,025: +SERVICE [/record_1617272315918695265/set_logger_level] /record_1617272315918695265 http://ivsr-nano-desktop:43823/
[rosmaster.master][INFO] 2021-04-01 17:18:36,059: publisherUpdate[/rosout] -> http://ivsr-nano-desktop:43353/ ['http://ivsr-nano-desktop:40207/', 'http://ivsr-nano-desktop:46389/', 'http://ivsr-nano-desktop:36967/', 'http://ivsr-nano-desktop:43823/']
[rosmaster.master][INFO] 2021-04-01 17:18:36,063: publisherUpdate[/rosout] -> http://ivsr-nano-desktop:43353/ ['http://ivsr-nano-desktop:40207/', 'http://ivsr-nano-desktop:46389/', 'http://ivsr-nano-desktop:36967/', 'http://ivsr-nano-desktop:43823/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-04-01 17:18:36,069: +CACHEDPARAM [/rosout_disable_topics_generation] by /record_1617272315918695265
[rosmaster.master][INFO] 2021-04-01 17:18:36,084: +SUB [/mavros/esc_status] /record_1617272315918695265 http://ivsr-nano-desktop:43823/
[rosmaster.master][INFO] 2021-04-01 17:18:36,105: +SUB [/mavros/log_transfer/raw/log_data] /record_1617272315918695265 http://ivsr-nano-desktop:43823/
[rosmaster.master][INFO] 2021-04-01 17:18:36,120: +SUB [/mavros/debug_value/named_value_float] /record_1617272315918695265 http://ivsr-nano-desktop:43823/
[rosmaster.master][INFO] 2021-04-01 17:18:36,138: +SUB [/mavros/param/param_value] /record_1617272315918695265 http://ivsr-nano-desktop:43823/
[rosmaster.master][INFO] 2021-04-01 17:18:36,158: +SUB [/mavros/landing_target/lt_marker] /record_1617272315918695265 http://ivsr-nano-desktop:43823/
[rosmaster.master][INFO] 2021-04-01 17:18:36,172: +SUB [/mavros/manual_control/control] /record_1617272315918695265 http://ivsr-nano-desktop:43823/
[rosmaster.master][INFO] 2021-04-01 17:18:36,192: +SUB [/mavros/local_position/pose_cov] /record_1617272315918695265 http://ivsr-nano-desktop:43823/
[rosmaster.master][INFO] 2021-04-01 17:18:36,212: +SUB [/mavros/setpoint_trajectory/desired] /record_1617272315918695265 http://ivsr-nano-desktop:43823/
[rosmaster.master][INFO] 2021-04-01 17:18:36,224: +SUB [/mavlink/gcs_ip] /record_1617272315918695265 http://ivsr-nano-desktop:43823/
[rosmaster.master][INFO] 2021-04-01 17:18:36,236: +SUB [/mavros/local_position/velocity_body] /record_1617272315918695265 http://ivsr-nano-desktop:43823/
[rosmaster.master][INFO] 2021-04-01 17:18:36,255: +SUB [/mavros/adsb/vehicle] /record_1617272315918695265 http://ivsr-nano-desktop:43823/
[rosmaster.master][INFO] 2021-04-01 17:18:36,266: +SUB [/mavros/imu/diff_pressure] /record_1617272315918695265 http://ivsr-nano-desktop:43823/
[rosmaster.master][INFO] 2021-04-01 17:18:36,277: +SUB [/tf] /record_1617272315918695265 http://ivsr-nano-desktop:43823/
[rosmaster.master][INFO] 2021-04-01 17:18:36,289: +SUB [/mavros/radio_status] /record_1617272315918695265 http://ivsr-nano-desktop:43823/
[rosmaster.master][INFO] 2021-04-01 17:18:36,299: +SUB [/mavros/gpsstatus/gps2/raw] /record_1617272315918695265 http://ivsr-nano-desktop:43823/
[rosmaster.master][INFO] 2021-04-01 17:18:36,307: +SUB [/mavros/global_position/raw/satellites] /record_1617272315918695265 http://ivsr-nano-desktop:43823/
[rosmaster.master][INFO] 2021-04-01 17:18:36,315: +SUB [/mavros/setpoint_velocity/cmd_vel] /record_1617272315918695265 http://ivsr-nano-desktop:43823/
[rosmaster.master][INFO] 2021-04-01 17:18:36,325: +SUB [/mavros/gpsstatus/gps1/raw] /record_1617272315918695265 http://ivsr-nano-desktop:43823/
[rosmaster.master][INFO] 2021-04-01 17:18:36,335: +SUB [/mavros/altitude] /record_1617272315918695265 http://ivsr-nano-desktop:43823/
[rosmaster.master][INFO] 2021-04-01 17:18:36,342: +SUB [/mavros/mission/waypoints] /record_1617272315918695265 http://ivsr-nano-desktop:43823/
[rosmaster.master][INFO] 2021-04-01 17:18:36,350: +SUB [/mavros/global_position/compass_hdg] /record_1617272315918695265 http://ivsr-nano-desktop:43823/
[rosmaster.master][INFO] 2021-04-01 17:18:36,358: +SUB [/visualization_marker] /record_1617272315918695265 http://ivsr-nano-desktop:43823/
[rosmaster.master][INFO] 2021-04-01 17:18:36,370: +SUB [/mavros/timesync_status] /record_1617272315918695265 http://ivsr-nano-desktop:43823/
[rosmaster.master][INFO] 2021-04-01 17:18:36,379: +SUB [/mavros/log_transfer/raw/log_entry] /record_1617272315918695265 http://ivsr-nano-desktop:43823/
[rosmaster.master][INFO] 2021-04-01 17:18:36,389: +SUB [/mavros/rc/in] /record_1617272315918695265 http://ivsr-nano-desktop:43823/
